date,price,month,pct_change,shortage_flag
2020-01-01,920.5274929809704,1,,0
2020-01-02,925.3367430169523,1,0.005224450190409735,0
2020-01-03,932.4548541865305,1,0.007692454907140656,0
2020-01-04,940.0665735534693,1,0.008163096940043468,0
2020-01-05,945.8761348493159,1,0.006179946675357595,0
2020-01-06,948.8373933620601,1,0.003130704331826717,0
2020-01-07,949.5848837543526,1,0.0007877960939586259,0
2020-01-08,944.4146270374072,1,-0.005444754655849149,0
2020-01-09,940.1312443643442,1,-0.004535489551342309,0
2020-01-10,946.7615527650273,1,0.007052534888536854,0
2020-01-11,944.2329597470497,1,-0.0026707812654547247,0
2020-01-12,950.2256279228399,1,0.006346599230549588,0
2020-01-13,944.9187582883317,1,-0.005584852143073471,0
2020-01-14,941.2079413946841,1,-0.003927127979096889,0
2020-01-15,943.5813232461462,1,0.0025216338994602516,0
2020-01-16,952.3377403245737,1,0.009279981346285382,0
2020-01-17,950.5812293113751,1,-0.0018444202501100015,0
2020-01-18,942.7335374144267,1,-0.008255677321372556,0
2020-01-19,948.4888639159209,1,0.0061049345049069,0
2020-01-20,949.5529657527842,1,0.0011218917557662689,0
2020-01-21,956.6145043487267,1,0.007436697952224458,0
2020-01-22,956.4742223820366,1,-0.00014664419790033634,0
2020-01-23,957.4659972617696,1,0.0010369070661027102,0
2020-01-24,961.7156804599812,1,0.004438469053068328,0
2020-01-25,955.780602134425,1,-0.006171344032487314,0
2020-01-26,963.7860647837683,1,0.008375837123567598,0
2020-01-27,971.7076971527354,1,0.008219285024362977,0
2020-01-28,976.1506518112176,1,0.004572316007685151,0
2020-01-29,976.9203701216604,1,0.0007885240961675866,0
2020-01-30,981.8011419726978,1,0.004996079517135543,0
2020-01-31,976.2155607250523,1,-0.005689116674301831,0
2020-02-01,992.5565172727337,2,0.01673908633001564,0
2020-02-02,984.8837087000862,2,-0.007730349294093775,0
2020-02-03,986.2478815242733,2,0.0013851105588778,0
2020-02-04,987.694282952838,2,0.0014665698711862074,0
2020-02-05,977.680934220749,2,-0.010138105388392882,0
2020-02-06,977.529786411074,2,-0.0001545982992861017,0
2020-02-07,972.274472594978,2,-0.005376116297581612,0
2020-02-08,969.2475651127836,2,-0.003113223238408791,0
2020-02-09,974.6723877097371,2,0.005596942197447996,0
2020-02-10,977.6230970642432,2,0.0030273858085172467,0
2020-02-11,976.7526489328664,2,-0.0008903718968903407,0
2020-02-12,978.894202481302,2,0.0021925239217681636,0
2020-02-13,978.4100777664001,2,-0.0004945628584526185,0
2020-02-14,976.3659554101064,2,-0.0020892286401631432,0
2020-02-15,969.9285293324704,2,-0.006593251272195455,0
2020-02-16,976.0148587680867,2,0.006275028779496816,0
2020-02-17,974.3531719005817,2,-0.0017025221005367852,0
2020-02-18,970.9127927229488,2,-0.003530936499054116,0
2020-02-19,970.3222336827308,2,-0.0006082513740103268,0
2020-02-20,965.8115019688954,2,-0.004648694585421942,0
2020-02-21,962.4700572159918,2,-0.0034597276446716174,0
2020-02-22,963.0727933440573,2,0.0006262388357400894,0
2020-02-23,970.6342869813835,2,0.007851424824358855,0
2020-02-24,974.6064797198458,2,0.004092368044009254,0
2020-02-25,975.2638931131279,2,0.0006745423993805844,0
2020-02-26,976.8113400719586,2,0.0015866956315702119,0
2020-02-27,982.7400682526057,2,0.006069471081499023,0
2020-02-28,979.8578101778562,2,-0.0029328793725429403,0
2020-02-29,978.0462635112428,2,-0.0018487852500604918,0
2020-03-01,986.8565267265931,3,0.009008022978095998,0
2020-03-02,988.9642587269732,3,0.0021358038816152725,0
2020-03-03,992.3944966834683,3,0.003468515597227606,0
2020-03-04,991.6782329218634,3,-0.0007217530568727204,0
2020-03-05,988.117187575218,3,-0.003590928214843525,0
2020-03-06,994.7305301610759,3,0.006692872737176669,0
2020-03-07,989.80488895493,3,-0.004951734220269954,0
2020-03-08,994.6948676080896,3,0.004940346029531639,0
2020-03-09,993.3393373555926,3,-0.0013627598740471036,0
2020-03-10,990.7771408931395,3,-0.0025793768212926116,0
2020-03-11,989.6190518654714,3,-0.0011688693449508625,0
2020-03-12,992.5099377234756,3,0.002921210795765017,0
2020-03-13,988.5125644997006,3,-0.00402753974730341,0
2020-03-14,991.0995478131812,3,0.002617046465959616,0
2020-03-15,985.7047374910289,3,-0.005443257777743571,0
2020-03-16,974.7369585325413,3,-0.011126840058012233,0
2020-03-17,974.976216129583,3,0.0002454586285534077,0
2020-03-18,979.0123927420298,3,0.004139769304803531,0
2020-03-19,972.4305663001445,3,-0.006722924541793351,0
2020-03-20,972.2742194124729,3,-0.00016077948708093093,0
2020-03-21,979.6221737705517,3,0.00755749171516551,0
2020-03-22,985.2369607149226,3,0.005731584170619142,0
2020-03-23,989.3039795741531,3,0.0041279600962993435,0
2020-03-24,986.9893790228211,3,-0.0023396252305871723,0
2020-03-25,994.3369822128133,3,0.007444460240561668,0
2020-03-26,991.8366208585413,3,-0.0025146015877912653,0
2020-03-27,988.9185972776376,3,-0.0029420405735552935,0
2020-03-28,997.2131804740307,3,0.008387528780656961,0
2020-03-29,1004.364680791288,3,0.007171485954345247,0
2020-03-30,1005.6657542551735,3,0.001295419371836637,0
2020-03-31,1001.2467180723643,3,-0.00439414006503791,0
2020-04-01,985.3541081731771,4,-0.015872820966428947,0
2020-04-02,990.3164021759048,4,0.005036051467758762,0
2020-04-03,996.3839965910599,4,0.006126925093660418,0
2020-04-04,1001.5194142395666,4,0.005154054727972923,0
2020-04-05,1007.6657861808463,4,0.006137047224338277,0
2020-04-06,1018.3156895465428,4,0.010568884556516167,0
2020-04-07,1016.0967183709294,4,-0.002179060185748094,0
2020-04-08,1015.3422804419267,4,-0.0007424863355647293,0
2020-04-09,1019.5154930539398,4,0.004110153484593093,0
2020-04-10,1017.2812837854403,4,-0.0021914421935923523,0
2020-04-11,1009.5541144833287,4,-0.007595902357859008,0
2020-04-12,1011.226859080903,4,0.001656914249148933,0
2020-04-13,1020.4436707510198,4,0.009114484635518894,0
2020-04-14,1027.6806838843356,4,0.007092026087034853,0
2020-04-15,1020.9308746921807,4,-0.006568002394131356,0
2020-04-16,1016.0023664266791,4,-0.004827465196394987,0
2020-04-17,1006.3913402100003,4,-0.009459649440070939,0
2020-04-18,1006.6212627572245,4,0.00022846236651452578,0
2020-04-19,1004.691879883512,4,-0.0019166919526691917,0
2020-04-20,1005.229038997523,4,0.0005346505976273619,0
2020-04-21,1007.6359382657313,4,0.0023943789672138394,0
2020-04-22,1007.2596637622422,4,-0.00037342306799481584,0
2020-04-23,1005.6399663873093,4,-0.0016080236638119638,0
2020-04-24,1001.638311123503,4,-0.003979212638278495,0
2020-04-25,1001.6390628018605,4,7.50448888808819e-07,0
2020-04-26,997.8171626801661,4,-0.0038156460382080537,0
2020-04-27,996.7399482108451,4,-0.0010795709971830325,0
2020-04-28,995.7136119623191,4,-0.0010296931013634714,0
2020-04-29,989.7428594809991,4,-0.005996455616944951,0
2020-04-30,992.5244017404033,4,0.002810368605096869,0
2020-05-01,981.9291426218086,5,-0.010675061590441182,0
2020-05-02,981.0274466856281,5,-0.0009182902279211147,0
2020-05-03,975.5402301443594,5,-0.005593336414599914,0
2020-05-04,972.3837781842681,5,-0.003235593840783202,0
2020-05-05,965.2153078790242,5,-0.007372058713926322,0
2020-05-06,958.9785443611457,5,-0.00646152569998415,0
2020-05-07,959.079540794651,5,0.00010531667689450686,0
2020-05-08,945.8763455854938,5,-0.013766527850461285,0
2020-05-09,947.3860223464952,5,0.0015960614387358074,0
2020-05-10,938.9837312677093,5,-0.008868920250665102,0
2020-05-11,928.790035573058,5,-0.010856094046367448,0
2020-05-12,934.4261500462457,5,0.006068233139161716,0
2020-05-13,937.9350743140383,5,0.003755164886619422,0
2020-05-14,936.5953773915987,5,-0.0014283471842859718,0
2020-05-15,938.4322150306966,5,0.0019611858903398893,0
2020-05-16,927.2178982636212,5,-0.011950055195737885,0
2020-05-17,918.1294490735578,5,-0.00980184831104225,0
2020-05-18,931.0331768738808,5,0.014054366531150553,0
2020-05-19,931.7772750862011,5,0.0007992177194144912,0
2020-05-20,927.0820402936245,5,-0.005039009769949976,0
2020-05-21,923.4989308287587,5,-0.0038649324537998186,0
2020-05-22,926.7883821436055,5,0.0035619438258525093,0
2020-05-23,917.092834361256,5,-0.010461447261482015,0
2020-05-24,911.897972103038,5,-0.005664488984734151,0
2020-05-25,912.5311701259952,5,0.000694373759267064,0
2020-05-26,908.9641555901397,5,-0.003908923500512307,0
2020-05-27,908.935253634156,5,-3.1796584943455386e-05,0
2020-05-28,907.2267335896462,5,-0.0018796938920332407,0
2020-05-29,908.2845789531974,5,0.001166020934332046,0
2020-05-30,900.2997764410387,5,-0.008791080127509399,0
2020-05-31,900.3814834706195,5,9.075535918023903e-05,0
2020-06-01,869.5930503461193,6,-0.03419487593838866,0
2020-06-02,870.3044204002143,6,0.0008180493781682063,0
2020-06-03,873.3982221457351,6,0.003554850088085315,0
2020-06-04,875.4752856948545,6,0.0023781403447520333,0
2020-06-05,868.7800249356819,6,-0.0076475725455329435,0
2020-06-06,871.2107096060705,6,0.002797813716502784,0
2020-06-07,871.4346915540643,6,0.00025709273947649436,0
2020-06-08,869.0641066920223,6,-0.0027203241792158606,0
2020-06-09,864.7511241852096,6,-0.004962789825976643,0
2020-06-10,866.6303155917528,6,0.002173100854091281,0
2020-06-11,871.4670066373037,6,0.005581031448511409,0
2020-06-12,869.7177878422931,6,-0.002007211726534841,0
2020-06-13,871.79412661602,6,0.0023873707112258558,0
2020-06-14,876.3889433754453,6,0.005270529611458352,0
2020-06-15,882.6497290339345,6,0.0071438437303597,0
2020-06-16,882.373817490323,6,-0.0003125946052388029,0
2020-06-17,877.5065536775604,6,-0.005516101811141816,0
2020-06-18,872.3591999559688,6,-0.005865886357223626,0
2020-06-19,879.3160946290566,6,0.007974805187403122,0
2020-06-20,889.3168368896861,6,0.011373318789130504,0
2020-06-21,888.8680985078787,6,-0.0005045877500495788,0
2020-06-22,884.41236012113,6,-0.005012822930903327,0
2020-06-23,877.7393242901335,6,-0.007545163468862581,0
2020-06-24,876.4785188786524,6,-0.0014364235218705668,0
2020-06-25,874.7960230657707,6,-0.0019196087258752659,0
2020-06-26,879.0410653900366,6,0.0048526081650313024,0
2020-06-27,869.9852350107554,6,-0.010301942350398607,0
2020-06-28,877.8563282020942,6,0.009047387098749304,0
2020-06-29,874.0073047086892,6,-0.004384571107766688,0
2020-06-30,871.8280335421615,6,-0.0024934244311082265,0
2020-07-01,847.4445767017511,7,-0.027968195449442623,0
2020-07-02,848.1691001251618,7,0.0008549508054327415,0
2020-07-03,845.2734787166946,7,-0.00341396710637043,0
2020-07-04,847.0952803859107,7,0.002155280764258638,0
2020-07-05,847.4308456181394,7,0.0003961363497100301,0
2020-07-06,848.4968781373368,7,0.001257958126860359,0
2020-07-07,855.5209900475063,7,0.008278300240289749,0
2020-07-08,847.3730380505391,7,-0.009523965036222881,0
2020-07-09,854.128588707619,7,0.007972345535824044,0
2020-07-10,850.7256624387667,7,-0.003984091287707936,0
2020-07-11,843.5278507052507,7,-0.008460790653572303,0
2020-07-12,837.2333274822661,7,-0.007462140364093428,0
2020-07-13,839.5056467797863,7,0.0027140812757102672,0
2020-07-14,836.4919473895898,7,-0.003589850052535759,0
2020-07-15,834.0244838868185,7,-0.0029497755602685416,0
2020-07-16,831.7160636471968,7,-0.002767808720511078,0
2020-07-17,833.6582629208734,7,0.0023351710500332246,0
2020-07-18,840.0105528333681,7,0.007619776825864344,0
2020-07-19,835.5862090591369,7,-0.005267009752803586,0
2020-07-20,833.1227640607494,7,-0.002948163782120372,0
2020-07-21,833.8706589035841,7,0.0008977006452077774,0
2020-07-22,839.9868394661598,7,0.007334687337023693,0
2020-07-23,846.0159375879188,7,0.007177610217786956,0
2020-07-24,838.4178385601954,7,-0.008981035332958798,0
2020-07-25,842.2215212912154,7,0.004536738790710926,0
2020-07-26,846.8314453283751,7,0.005473529137669519,0
2020-07-27,852.7165371158391,7,0.006949543288607973,0
2020-07-28,852.697452737052,7,-2.2380683329492612e-05,0
2020-07-29,848.1756589570082,7,-0.005302928683004082,0
2020-07-30,847.7375493630077,7,-0.000516531675218368,0
2020-07-31,853.5597088527012,7,0.006867879680531264,0
2020-08-01,833.4892347439496,8,-0.023513849002700704,0
2020-08-02,834.9840520650077,8,0.0017934452644938759,0
2020-08-03,827.1373916605444,8,-0.009397377572730514,0
2020-08-04,819.3689526783463,8,-0.009391957201453915,0
2020-08-05,818.3967214851833,8,-0.0011865609381280784,0
2020-08-06,813.7754941396074,8,-0.0056466836000876874,0
2020-08-07,819.7295246705912,8,0.0073165517687145964,0
2020-08-08,816.677717566541,8,-0.0037229439860381186,0
2020-08-09,811.1217585143542,8,-0.006803123108025999,0
2020-08-10,816.2451002399955,8,0.006316365788319178,0
2020-08-11,812.0316760276429,8,-0.005161959576987063,0
2020-08-12,817.1517917080542,8,0.00630531521314337,0
2020-08-13,816.7958479901906,8,-0.0004355906962152378,0
2020-08-14,821.3649111609909,8,0.005593886381821012,0
2020-08-15,824.7584685457621,8,0.004131607448356167,0
2020-08-16,829.887964775589,8,0.006219392010452962,0
2020-08-17,831.6510541311194,8,0.002124490811247215,0
2020-08-18,843.7265036457658,8,0.01451985114990606,0
2020-08-19,848.2674488091201,8,0.005382010810058402,0
2020-08-20,837.9357547893636,8,-0.012179760091302727,0
2020-08-21,836.8687903471013,8,-0.0012733248774311479,0
2020-08-22,847.4103871162707,8,0.012596474968073812,0
2020-08-23,847.0680393250909,8,-0.0004039929134510567,0
2020-08-24,851.0803377186076,8,0.00473668962497209,0
2020-08-25,850.6611406078487,8,-0.0004925470512955332,0
2020-08-26,853.9671126220097,8,0.0038863559840041084,0
2020-08-27,855.6668830157,8,0.001990440110124725,0
2020-08-28,853.1338470479593,8,-0.0029603061869278857,0
2020-08-29,850.121268190775,8,-0.003531191345424234,0
2020-08-30,862.0135335488303,8,0.013988904645762412,0
2020-08-31,862.1615686700559,8,0.00017173178316132187,0
2020-09-01,845.1470006126674,9,-0.01973477904336962,0
